ID,transaction_id,user_id,age,gender,country,device_type,device_os,merchant_category,transaction_amount,transaction_type,time_of_day,day_of_week,transaction_duration,num_prev_transactions,avg_transaction_amount,std_transaction_amount,transactions_last_24h,transactions_last_1h,failed_login_attempts,ip_risk_score,device_trust_score,account_age_days,has_chargeback_history,shared_ip_users,shared_device_users,merchant_risk,country_risk,distance_from_home,is_new_country,is_fraud
54032,T0021329,5906,67,F,DE,desktop,Windows,groceries,22.39,purchase,5,4,2.27,30,74.67,73.84,1,0,0,0.575,0.171,2012,0,3,2,0.05,0.04,94.08,0,0
54033,T0016204,22329,25,F,US,mobile,Android,travel,8.28,purchase,12,0,0.71,33,65.21,66.49,0,0,0,0.764,0.435,1556,0,2,0,0.35,0.05,92.95,0,0
54034,T0062800,798,20,F,UK,mobile,iOS,travel,81.58,transfer,11,5,3.3,25,72.75,74.09,2,0,1,0.183,0.155,2109,0,5,2,0.35,0.04,11.2,0,0
54035,T0064110,20578,60,F,US,mobile,Android,services,63.87,purchase,9,5,1.97,33,75.86,33.91,1,0,1,0.642,0.043,939,0,1,0,0.08,0.05,49.82,0,0
54036,T0052277,16077,63,F,UK,mobile,Android,travel,4.52,purchase,9,0,9.77,33,64.27,7.31,0,0,0,0.501,0.625,1473,0,8,1,0.35,0.04,325.07,0,1
54037,T0074890,1712,23,M,IN,mobile,Android,clothing,21.25,withdrawal,11,6,0.16,40,62.68,66.85,1,2,0,0.994,0.878,762,0,3,2,0.1,0.1,191.7,0,0
54038,T0070541,26100,75,M,IN,mobile,iOS,groceries,169.34,purchase,8,0,0.71,29,81.95,58.15,1,0,0,0.179,0.244,142,0,2,0,0.05,0.1,216.82,0,0
54039,T0054187,27081,25,F,CA,mobile,iOS,electronics,112.47,purchase,18,0,5.88,24,103.7,15.38,4,0,0,0.849,0.226,621,0,4,3,0.3,0.03,37.01,0,0
54040,T0051947,6544,31,M,US,mobile,Android,restaurants,64.55,withdrawal,17,0,6.26,31,70.78,49.16,1,0,0,0.206,0.621,2760,0,2,3,0.12,0.05,30.78,0,0
54041,T0037864,28746,77,M,IN,mobile,Android,travel,41.255666429914996,purchase,20,0,3.52,36,44.04,57.95,25,11,0,0.942,0.634,1427,0,3,4,0.35,0.1,1479.5220618118651,0,0
54042,T0082781,17060,76,F,IN,mobile,Android,electronics,97.08,withdrawal,6,5,0.5,36,66.28,53.95,2,0,1,0.908,0.923,1901,0,3,3,0.3,0.1,20.29,0,0
54043,T0075354,17964,66,F,CA,mobile,iOS,groceries,27.48,topup,21,5,11.1,26,40.13,16.98,2,0,0,0.554,0.119,2061,0,2,1,0.05,0.03,540.34,0,1
54044,T0024565,11441,44,F,US,tablet,iOS,restaurants,205.59,topup,12,4,6.17,34,32.76,52.83,2,0,0,0.089,0.547,1064,0,2,2,0.12,0.05,110.75,0,0
54045,T0092225,16458,27,F,IN,desktop,Linux,restaurants,,purchase,13,5,0.77,28,,62.17,0,0,0,0.801,,1998,0,2,2,0.12,0.1,66.49,0,0
54046,T0039604,10595,21,M,US,tablet,Android,gas,21.63,purchase,2,2,0.71,42,71.34,72.23,1,0,2,0.78,0.755,1496,0,2,0,0.05,0.05,130.77,0,0
54047,T0091381,14937,46,M,US,mobile,iOS,electronics,24.45,purchase,2,6,5.01,33,25.81,28.4,0,0,1,0.507,0.679,1476,0,4,1,0.3,0.05,2.28,0,0
54048,T0094969,24203,51,M,UK,mobile,Android,electronics,57.07,topup,6,0,3.81,34,108.7,60.36,3,0,0,0.083,0.397,2130,0,1,2,0.3,0.04,132.49,0,0
54049,T0026147,24403,40,F,IN,mobile,Windows,groceries,67.43,withdrawal,7,5,2.4,24,15.18,14.41,0,0,0,0.449,0.553,2157,0,0,1,0.05,0.1,120.22,0,0
54050,T0001866,9517,33,F,US,mobile,Windows,restaurants,1.03,purchase,15,0,6.59,36,67.24,79.6,1,0,0,0.475,0.893,477,1,0,1,0.12,0.05,131.8,0,1
54051,T0024579,18427,54,F,US,mobile,Windows,restaurants,31.55,purchase,8,1,2.13,28,69.94,44.68,2,0,0,0.758,0.359,2392,0,0,0,0.12,0.05,22.67,0,0
54052,T0058052,5073,72,M,IN,mobile,Android,services,120.83,purchase,15,4,7.13,34,90.11,40.59,0,0,0,0.295,0.593,1738,0,0,0,0.08,0.1,74.22,0,0
54053,T0079849,10532,27,M,IN,mobile,Android,electronics,127.03,topup,15,0,1.38,19,55.07,56.39,3,0,0,0.808,0.944,2418,0,2,1,0.3,0.1,39.17,0,0
54054,T0059717,14773,19,M,ID,mobile,Windows,gas,31.3,transfer,7,5,1.9,25,48.62,58.13,3,0,0,0.395,0.117,2305,0,1,2,0.05,0.12,79.81,0,0
54055,T0037837,15926,36,F,CA,desktop,MacOS,restaurants,182.23,topup,8,5,1.54,35,49.22,48.89,1,0,0,0.68,0.957,666,0,0,3,0.12,0.03,110.71,0,0
54056,T0083019,19934,76,M,IN,tablet,iOS,electronics,170.54,purchase,7,0,0.27,24,41.24,63.93,0,0,1,0.986,0.367,2768,0,1,2,0.3,0.1,10.73,1,1
54057,T0084958,19287,57,F,IN,mobile,iOS,groceries,11.28,topup,2,1,12.72,32,67.13,24.12,1,0,0,0.465,0.974,1688,0,1,1,0.05,0.1,28.95,0,0
54058,T0084499,10389,30,M,IN,desktop,Android,groceries,185.38,topup,20,2,6.53,33,65.76,48.98,0,0,2,0.314,0.097,1532,1,1,0,0.05,0.1,163.28,0,0
54059,T0004067,20585,59,M,CA,mobile,iOS,electronics,20.54,transfer,6,4,3.4,32,113.96,71.06,4,0,0,0.685,0.375,161,0,2,1,0.3,0.03,80.33,0,0
54060,T0049012,10111,63,M,US,desktop,iOS,restaurants,46.45,withdrawal,12,1,3.83,33,53.7,79.44,1,0,0,0.852,0.812,1683,0,2,2,0.12,0.05,3.32,0,0
54061,T0007244,3868,76,F,UK,mobile,Android,electronics,10.84,transfer,19,5,3.13,32,56.6,79.59,1,1,0,0.735,0.999,1164,0,1,2,0.3,0.04,77.58,0,1
54062,T0087296,10975,76,M,CA,mobile,Android,electronics,75.98,purchase,9,0,6.72,21,43.53,41.12,4,0,1,0.127,0.049,1959,0,2,1,0.3,0.03,94.88,0,0
54063,T0027670,20382,69,M,ID,mobile,Android,electronics,105.03,purchase,11,2,1.97,24,76.29,14.36,1,0,0,0.811,0.83,2821,0,2,2,0.3,0.12,11.6,0,0
54064,T0010823,1439,38,M,IN,desktop,Android,travel,134.44,purchase,21,1,7.74,35,64.92,74.53,1,0,0,0.671,0.545,1965,0,3,3,0.35,0.1,80.88,0,0
54065,T0048954,2240,64,F,BR,mobile,Android,electronics,204.13,purchase,7,6,5.82,35,98.32,67.22,2,0,2,0.708,0.77,199,0,2,1,0.3,0.13,146.62,0,0
54066,T0054905,14157,58,M,IN,tablet,Windows,electronics,35.42,withdrawal,18,1,2.09,26,70.0,78.7,1,0,0,0.619,0.285,1798,0,2,0,0.3,0.1,4.26,0,0
54067,T0097698,3929,42,M,ID,mobile,iOS,electronics,132.97,purchase,12,1,7.47,32,122.93,78.17,4,0,0,0.57,0.607,2612,0,5,0,0.3,0.12,253.29,0,0
54068,T0065677,13065,57,M,US,desktop,Android,gas,85.09,purchase,15,0,0.22,33,51.49,54.37,1,0,1,0.576,0.666,157,0,0,2,0.05,0.05,72.26,0,0
54069,T0005489,27361,31,M,IN,mobile,iOS,restaurants,166.21,transfer,13,1,1.24,21,97.74,37.89,0,0,0,0.621,0.087,1030,0,3,1,0.12,0.1,143.49,0,0
54070,T0020178,11295,72,F,UK,mobile,iOS,groceries,38.84,purchase,18,4,2.28,33,62.57,48.13,2,0,1,0.37,0.732,1744,0,0,2,0.05,0.04,127.21,0,0
54071,T0033354,1041,76,M,US,mobile,iOS,services,97.6,topup,7,6,5.0,24,107.18,30.08,1,0,0,0.203,0.586,1763,0,1,2,0.08,0.05,22.49,0,0
54072,T0017834,13581,72,F,US,mobile,Linux,clothing,4.5,purchase,21,4,5.3,28,49.1,13.2,2,1,0,0.736,0.839,2983,0,2,1,0.1,0.05,202.61,0,0
54073,T0052656,19587,54,F,US,mobile,iOS,groceries,35.65,purchase,21,2,3.22,28,3.19,7.69,0,0,0,0.719,0.628,325,0,5,1,0.05,0.05,67.67,0,0
54074,T0086719,17778,56,F,US,desktop,Android,services,56.66,purchase,17,6,3.03,35,61.78,44.77,1,0,0,0.051,0.636,1858,0,2,1,0.08,0.05,109.56,0,0
54075,T0000413,2428,33,M,IN,mobile,Android,electronics,17.51,purchase,9,0,11.38,35,13.58,56.67,1,0,1,0.841,0.5,1841,0,1,1,0.3,0.1,76.67,0,0
54076,T0029684,9078,20,M,CA,mobile,Android,gas,12.46,topup,9,3,6.13,33,143.59,16.46,1,0,0,0.124,0.455,1088,0,1,1,0.05,0.03,62.61,0,0
54077,T0007459,7270,34,F,UK,desktop,iOS,gas,96.34,purchase,18,3,0.65,19,79.5,43.64,2,1,1,0.764,0.888,2809,0,2,2,0.05,0.04,0.23,0,0
54078,T0030509,17426,50,F,UK,desktop,Linux,groceries,23.07,purchase,22,0,6.65,31,40.96,18.24,2,0,1,0.247,0.168,2191,0,3,1,0.05,0.04,274.16,0,1
54079,T0007828,17616,56,M,US,mobile,Android,electronics,33.94,purchase,9,4,7.08,36,18.44,48.64,3,0,0,0.398,0.765,2605,0,1,1,0.3,0.05,120.51,0,0
54080,T0047390,19443,76,M,ID,mobile,Android,restaurants,293.58,topup,19,0,6.99,30,123.27,19.11,2,0,2,0.795,0.726,380,0,2,4,0.12,0.12,0.03,0,0
54081,T0042432,22026,74,M,IN,mobile,MacOS,electronics,2225.3844556750487,purchase,7,0,2.08,34,59.63,21.24,11,6,2,0.967,0.425,2300,0,3,3,0.3,0.1,852.530951157571,1,1
54082,T0017425,6488,65,F,IN,mobile,Android,gas,57.36,purchase,0,5,13.27,25,68.17,38.49,1,0,0,0.499,0.336,1436,0,2,3,0.05,0.1,2.78,0,0
54083,T0045883,16486,18,M,FR,mobile,Android,groceries,14.36,purchase,8,0,2.57,33,29.55,41.42,4,0,0,0.447,0.366,1032,0,2,1,0.05,0.04,38.08,0,0
54084,T0081031,15138,65,M,CA,desktop,Android,clothing,124.16,transfer,20,6,0.71,29,58.94,5.0,2,0,0,0.035,0.188,535,0,1,3,0.1,0.03,23.82,0,0
54085,T0010257,22373,62,M,US,desktop,Android,restaurants,40.37,transfer,6,3,4.54,22,100.52,41.1,2,0,0,0.19,0.528,1094,0,1,2,0.12,0.05,237.84,0,0
54086,T0032024,20370,35,M,IN,desktop,Android,restaurants,7.78,transfer,8,0,22.19,30,42.52,68.25,0,0,1,0.676,0.132,1618,0,3,1,0.12,0.1,1.2,0,0
54087,T0028826,15574,43,F,US,desktop,Android,restaurants,58.73,purchase,19,6,5.81,34,28.73,68.17,1,0,0,0.34,0.715,78,0,1,1,0.12,0.05,12.48,0,1
54088,T0040782,23886,45,M,US,tablet,Android,groceries,43.49,topup,9,1,1.65,38,69.41,37.62,0,1,0,0.28,0.931,431,0,4,0,0.05,0.05,305.29,0,0
54089,T0006188,10021,19,F,IN,mobile,Android,services,12.02,purchase,9,4,4.21,28,43.91,71.64,0,0,0,0.706,0.224,181,0,2,3,0.08,0.1,330.41,0,0
54090,T0096105,22148,51,F,IN,mobile,Android,electronics,70.79,purchase,7,3,7.95,29,66.9,71.56,3,0,0,0.896,0.501,340,0,3,1,0.3,0.1,8.79,0,0
54091,T0059344,13509,47,M,CA,desktop,Linux,gas,21.77,purchase,20,6,2.58,27,-24.66,37.44,1,0,0,0.372,0.836,1412,0,0,0,0.05,0.03,17.47,0,0
54092,T0074917,12760,20,F,UK,mobile,Windows,services,33.58,purchase,5,5,0.34,28,47.87,52.34,1,0,0,0.074,0.531,579,0,0,1,0.08,0.04,201.79,0,0
54093,T0011176,12963,63,F,ID,mobile,iOS,gas,157.59,withdrawal,13,1,5.67,35,65.5,63.07,3,1,0,0.398,0.868,2879,0,0,2,0.05,0.12,1.13,0,0
54094,T0037423,23672,65,F,US,mobile,iOS,gas,38.15,withdrawal,18,5,2.37,32,90.63,36.47,1,0,0,0.571,0.83,1499,0,2,1,0.05,0.05,79.91,0,0
54095,T0099949,22660,31,F,IN,tablet,Android,electronics,39.79,transfer,0,0,4.65,29,66.36,20.54,1,0,0,0.646,0.402,2187,0,1,2,0.3,0.1,99.16,0,0
54096,T0001234,27512,63,M,UK,mobile,Windows,electronics,30.52,purchase,6,3,0.5,41,102.9,75.03,2,0,1,0.955,0.204,496,0,3,1,0.3,0.04,116.31,0,0
54097,T0094185,24554,23,F,UK,desktop,Android,electronics,10.05,topup,18,1,0.0,23,46.29,42.13,0,0,0,0.833,0.064,1809,0,2,5,0.3,0.04,161.04,0,1
54098,T0078068,29544,48,M,IN,mobile,Android,restaurants,5.17,transfer,12,6,6.07,31,68.18,52.63,4,0,0,0.474,0.116,2168,0,2,2,0.12,0.1,15.08,0,0
54099,T0030471,21856,44,M,ID,mobile,iOS,electronics,76.85,withdrawal,13,3,4.08,25,88.97,40.2,0,0,0,0.338,0.811,403,0,2,3,0.3,0.12,215.41,0,0
54100,T0021744,24884,55,F,UK,mobile,Android,groceries,19.71,purchase,9,3,0.83,30,65.89,62.58,1,0,1,0.351,0.951,1400,0,1,1,0.05,0.04,393.85,0,0
54101,T0079786,4434,38,M,DE,mobile,Android,restaurants,125.76,transfer,16,5,1.65,32,48.61,50.02,1,0,0,0.84,0.777,2777,0,0,4,0.12,0.04,112.49,0,0
54102,T0020396,15583,76,M,IN,mobile,iOS,restaurants,26.98,withdrawal,21,2,5.43,21,61.92,53.08,3,0,0,0.313,0.186,546,0,3,2,0.12,0.1,52.03,0,0
54103,T0004439,20132,39,M,IN,mobile,iOS,restaurants,29.21,purchase,11,0,0.45,21,67.88,25.92,1,0,0,0.176,0.99,1586,0,1,2,0.12,0.1,88.23,0,0
54104,T0040117,7799,67,F,ID,desktop,Android,luxury,93.02,topup,7,4,1.73,22,47.99,37.54,1,0,0,0.314,0.71,2161,0,2,2,0.55,0.12,25.35,0,0
54105,T0042238,8631,27,F,IN,mobile,Android,financial,61.11,withdrawal,17,6,6.02,24,156.8,23.87,2,0,0,0.593,0.298,1397,0,3,1,0.5,0.1,5.89,1,0
54106,T0046068,19698,45,M,IN,mobile,Android,restaurants,156.47,purchase,11,2,11.24,30,149.14,28.51,5,0,0,0.584,0.287,1776,0,2,0,0.12,0.1,154.83,1,0
54107,T0058199,28842,73,M,CA,desktop,Windows,groceries,20.11,topup,11,2,2.23,35,16.97,6.24,1,0,0,0.286,0.138,2864,0,3,0,0.05,0.03,75.53,0,0
54108,T0026215,27597,47,M,IN,mobile,Android,electronics,11.56,purchase,18,4,0.43,29,49.88,28.98,0,0,0,0.844,0.946,547,0,1,1,0.3,0.1,37.67,0,1
54109,T0001058,25478,59,M,CA,mobile,Android,services,78.16,purchase,23,0,1.19,33,74.81,9.68,0,0,0,0.354,0.471,1315,0,4,2,0.08,0.03,81.99,0,0
54110,T0039873,27680,23,M,CA,mobile,Linux,restaurants,62.59,purchase,14,5,5.32,36,17.04,78.32,2,0,0,0.623,0.334,994,0,0,1,0.12,0.03,81.95,1,0
54111,T0021258,14985,67,F,IN,mobile,Android,travel,366.58,withdrawal,13,4,2.17,25,94.57,57.48,1,0,0,0.764,0.35,2056,0,2,0,0.35,0.1,57.49,0,0
54112,T0028844,12708,27,M,US,desktop,iOS,groceries,248.42,purchase,12,0,9.32,24,73.36,78.03,3,0,1,0.716,0.462,1575,0,3,1,0.05,0.05,137.57,0,1
54113,T0097787,28770,42,M,IN,mobile,Android,restaurants,160.41,purchase,5,1,11.05,38,48.39,69.51,2,0,0,0.651,0.1,2558,1,2,1,0.12,0.1,68.21,0,0
54114,T0073723,28362,74,M,US,mobile,Windows,electronics,38.02,purchase,12,3,18.89,38,54.18,57.97,3,0,1,0.436,0.979,2830,0,3,0,0.3,0.05,149.11,0,0
54115,T0015941,6164,55,M,DE,desktop,Android,electronics,50.1,purchase,17,6,0.52,30,92.63,32.81,2,0,0,0.174,0.874,23,0,2,1,0.3,0.04,9.97,0,0
54116,T0008329,22191,41,F,IN,desktop,Windows,restaurants,152.02,purchase,8,3,3.97,32,78.21,56.98,3,0,0,0.824,0.197,1519,0,0,0,0.12,0.1,228.61,0,0
54117,T0054157,16550,35,F,CA,mobile,Android,gas,25.55,withdrawal,2,1,0.57,29,77.62,24.07,2,0,0,0.578,0.534,157,0,0,2,0.05,0.03,206.14,0,0
54118,T0060892,69,29,F,ID,mobile,Windows,gas,71.71,purchase,12,0,7.17,32,13.87,78.62,1,1,2,0.676,0.516,597,0,3,0,0.05,0.12,71.56,0,1
54119,T0030316,23818,67,M,CA,mobile,Android,gas,42.19,purchase,9,0,1.28,43,51.15,66.78,1,1,0,0.962,0.225,1069,0,1,1,0.05,0.03,20.23,0,0
54120,T0053898,28977,76,F,IN,tablet,iOS,gas,109.83,withdrawal,21,5,5.67,30,89.28,61.79,1,0,0,0.152,0.406,2390,0,1,2,0.05,0.1,8.94,0,0
54121,T0050488,13874,43,M,US,mobile,Android,restaurants,88.72,purchase,14,5,0.28,38,106.75,45.07,1,0,0,0.456,0.862,452,0,1,3,0.12,0.05,59.02,0,0
54122,T0081975,8409,58,F,US,desktop,Android,clothing,14.58,topup,8,5,0.1,35,80.51,50.65,0,0,0,0.784,0.139,1806,0,2,4,0.1,0.05,73.93,0,0
54123,T0090866,2601,73,F,US,desktop,Android,electronics,61.31,purchase,15,0,3.92,29,70.49,17.3,2,0,1,0.579,0.015,2290,0,0,0,0.3,0.05,214.47,0,0
54124,T0079446,9307,41,F,ID,desktop,Android,restaurants,143.2,purchase,11,5,0.65,28,75.43,62.87,1,0,0,0.63,0.409,1055,0,4,1,0.12,0.12,91.84,0,0
54125,T0073150,24647,65,M,CA,mobile,Android,electronics,81.65,purchase,17,6,8.58,37,74.23,67.35,1,0,0,0.895,0.437,937,0,1,3,0.3,0.03,8.09,0,0
54126,T0035353,13370,18,M,IN,mobile,iOS,clothing,41.79,withdrawal,9,0,2.16,27,40.35,46.65,3,0,1,0.509,0.018,1030,0,0,0,0.1,0.1,287.68,0,0
54127,T0075665,26028,46,M,IN,mobile,Android,electronics,137.65,withdrawal,11,1,5.39,29,34.02,35.48,0,0,0,0.575,0.16,617,0,3,2,0.3,0.1,114.86,0,0
54128,T0041741,1805,70,M,SG,mobile,Android,gas,28.05,purchase,19,4,1.35,28,102.67,77.1,1,0,1,0.765,0.663,1535,0,1,1,0.05,0.02,183.53,0,1
54129,T0087077,19125,29,M,DE,mobile,Windows,electronics,545.57,purchase,18,4,4.28,30,66.54,68.76,0,0,1,0.274,0.546,1190,0,3,4,0.3,0.04,28.6,0,0
54130,T0075906,3356,25,F,IN,desktop,Android,electronics,150.11,purchase,9,2,0.15,25,105.0,53.04,1,0,0,0.415,0.256,2007,0,4,1,0.3,0.1,109.14,0,0
54131,T0006701,10378,29,F,US,mobile,Android,restaurants,65.83,withdrawal,9,0,0.85,35,99.77,39.76,1,0,0,0.007,0.956,2590,0,3,0,0.12,0.05,11.71,0,1
54132,T0049249,561,70,F,US,mobile,Android,services,175.22,purchase,17,5,5.54,36,108.22,37.08,1,0,0,0.406,0.425,2342,0,3,1,0.08,0.05,42.35,0,0
54133,T0044324,8815,41,F,BR,mobile,iOS,electronics,63.01,purchase,12,5,1.05,32,17.3,44.63,0,0,0,0.677,0.488,2069,0,1,1,0.3,0.13,57.44,0,0
54134,T0043910,5093,59,M,CA,mobile,iOS,financial,346.17,purchase,17,0,0.06,30,112.37,19.39,1,0,0,0.088,0.473,2114,0,3,1,0.5,0.03,27.0,0,0
54135,T0085860,12707,60,F,UK,tablet,Android,travel,295.84,topup,5,5,1.43,32,24.23,10.47,0,0,0,0.923,0.342,2059,0,2,2,0.35,0.04,75.43,0,1
54136,T0086060,353,37,F,IN,mobile,Android,electronics,47.19,topup,16,4,1.33,34,66.43,78.67,1,0,0,0.389,0.928,1532,0,2,0,0.3,0.1,26.1,0,0
54137,T0071368,25439,32,M,US,desktop,Android,gas,112.67,topup,13,0,1.01,38,68.52,50.17,0,0,0,0.981,0.05,48,0,1,0,0.05,0.05,163.84,0,0
54138,T0079952,8897,19,M,US,desktop,Windows,travel,41.12,withdrawal,0,5,0.85,26,66.58,22.11,1,0,0,0.708,0.708,2486,1,4,1,0.35,0.05,120.36,0,0
54139,T0090141,3851,34,M,US,desktop,Windows,electronics,1.48,withdrawal,19,1,3.66,29,73.61,54.82,1,0,2,0.558,0.708,284,1,2,0,0.3,0.05,4.94,0,1
54140,T0045285,29284,70,M,US,mobile,Windows,restaurants,112.98,purchase,17,3,4.09,22,59.86,34.27,1,0,0,0.126,0.185,534,0,0,1,0.12,0.05,24.8,0,0
54141,T0096953,24703,45,M,IN,desktop,Android,groceries,105.03,purchase,12,4,2.22,23,93.46,6.87,3,0,2,0.605,0.489,160,0,2,5,0.05,0.1,24.17,0,0
54142,T0051066,23064,45,M,IN,mobile,Android,groceries,195.75,withdrawal,18,1,3.09,34,82.09,57.11,0,0,0,0.827,0.976,2325,0,1,1,0.05,0.1,243.77,0,0
54143,T0029426,22211,47,M,CA,mobile,Android,restaurants,229.18,transfer,20,4,2.53,31,93.98,79.77,0,0,0,0.106,0.435,696,0,3,1,0.12,0.03,16.61,0,0
54144,T0056332,11442,52,F,BR,mobile,Windows,electronics,40.53,purchase,8,2,2.86,19,84.53,19.88,1,0,1,0.536,0.568,2797,0,1,1,0.3,0.13,138.73,0,0
54145,T0073506,19699,54,F,CA,mobile,Android,electronics,239.28,withdrawal,18,1,0.3,29,112.37,17.43,2,0,0,0.785,0.082,2389,0,5,3,0.3,0.03,298.86,0,0
54146,T0022889,9603,33,M,IN,mobile,Windows,electronics,25.15,purchase,9,0,6.32,26,40.79,78.2,2,0,0,0.842,0.481,206,0,5,1,0.3,0.1,179.24,0,1
54147,T0040736,2746,79,F,IN,tablet,Linux,restaurants,7.81,purchase,18,0,7.02,32,123.46,14.82,1,0,1,0.048,0.582,2802,0,1,4,0.12,0.1,16.62,0,0
54148,T0043420,7637,58,M,ID,mobile,iOS,restaurants,59.79,withdrawal,18,4,10.71,28,44.13,50.81,1,0,0,0.206,0.429,2125,0,4,1,0.12,0.12,106.51,0,0
54149,T0067488,19093,52,M,CA,mobile,Linux,electronics,103.12,transfer,18,3,0.53,23,71.37,6.71,2,0,0,0.711,0.378,363,0,0,0,0.3,0.03,65.8,0,0
54150,T0015553,15955,43,M,ID,mobile,Android,gas,,purchase,19,5,10.96,37,,25.23,0,0,0,0.76,,2043,1,3,2,0.05,0.12,52.65,1,0
54151,T0048067,26684,31,F,CA,mobile,Android,electronics,98.47,purchase,8,0,1.28,31,108.86,10.95,0,0,0,0.871,0.02,1109,0,2,4,0.3,0.03,10.47,0,0
54152,T0056490,23825,34,F,IN,tablet,Android,travel,96.07,withdrawal,7,6,5.92,34,79.05,47.44,2,0,1,0.358,0.089,2418,0,3,2,0.35,0.1,97.03,0,0
54153,T0014901,4859,74,M,ID,mobile,Windows,electronics,36.0,withdrawal,6,1,5.17,34,-36.24,62.56,1,0,0,0.903,0.483,327,0,1,0,0.3,0.12,434.65,0,0
54154,T0072027,3720,70,M,US,mobile,Linux,groceries,6.01,purchase,11,0,3.93,27,116.31,38.58,0,0,0,0.275,0.083,744,0,3,1,0.05,0.05,113.48,0,0
54155,T0071818,7829,51,M,ID,mobile,iOS,restaurants,15.61,purchase,9,5,4.23,32,59.6,46.98,1,1,0,0.801,0.676,2110,0,2,0,0.12,0.12,16.47,0,0
54156,T0040706,12961,54,M,IN,mobile,Android,restaurants,3.5,transfer,9,4,2.69,30,93.68,26.05,0,0,0,0.305,0.57,1829,0,3,2,0.12,0.1,90.64,0,0
54157,T0026898,4206,18,M,IN,mobile,Android,restaurants,151.88,purchase,19,0,5.75,25,87.34,9.59,2,0,2,0.928,0.199,1322,0,1,1,0.12,0.1,171.91,0,0
54158,T0018541,14558,36,F,US,mobile,Linux,luxury,241.9,purchase,21,6,3.34,33,45.59,14.63,1,0,0,0.487,0.827,2201,0,1,0,0.55,0.05,6.62,0,0
54159,T0099582,9178,66,F,IN,mobile,Android,restaurants,73.78,topup,18,3,2.82,37,59.2,21.96,0,0,1,0.395,0.704,2447,0,4,1,0.12,0.1,86.83,0,0
54160,T0032934,21827,42,F,IN,mobile,Linux,electronics,27.13,topup,2,6,3.2,24,4.32,14.63,2,0,2,0.06,0.941,2539,0,2,1,0.3,0.1,49.42,0,0
54161,T0018047,1135,78,F,ID,mobile,Windows,restaurants,21.1,transfer,18,1,0.25,32,94.72,73.56,2,1,0,0.098,0.723,1346,0,2,1,0.12,0.12,46.16,0,0
54162,T0016779,18804,29,F,IN,mobile,Windows,restaurants,11.33,transfer,6,4,1.9,32,133.97,26.62,1,0,1,0.838,0.677,161,0,0,1,0.12,0.1,89.1,0,0
54163,T0033840,3710,73,F,DE,mobile,Android,travel,174.93,purchase,9,0,0.32,28,37.52,24.01,3,0,0,0.277,0.959,1302,0,3,1,0.35,0.04,84.75,0,0
54164,T0088706,21223,61,M,IN,mobile,Android,electronics,107.56,purchase,5,1,0.57,33,52.53,31.96,1,0,0,0.619,0.778,541,0,3,1,0.3,0.1,8.0,0,0
54165,T0051907,18672,54,M,ID,mobile,Linux,electronics,264.02,purchase,9,3,3.19,27,95.28,20.12,1,0,0,0.674,0.778,2474,0,2,0,0.3,0.12,25.11,0,0
54166,T0022901,17402,23,M,IN,mobile,Android,clothing,131.86,withdrawal,19,1,4.04,24,79.6,14.32,1,0,1,0.901,0.385,893,0,2,0,0.1,0.1,82.99,0,0
54167,T0036688,965,27,F,IN,mobile,Android,clothing,233.33,purchase,14,0,0.04,30,125.53,39.52,2,0,0,0.084,0.563,1750,0,2,3,0.1,0.1,49.04,0,1
54168,T0093072,13708,58,M,ID,mobile,iOS,gas,9.83,purchase,15,1,4.98,26,126.85,13.94,2,0,0,0.549,0.522,1961,0,5,2,0.05,0.12,78.12,0,1
54169,T0063799,3495,46,F,CA,desktop,Android,groceries,9.31,purchase,20,0,1.16,31,81.05,49.15,1,0,0,0.163,0.813,1423,0,0,2,0.05,0.03,145.76,0,0
54170,T0095122,17414,50,F,DE,mobile,Android,electronics,238.46,purchase,5,6,2.91,27,31.19,66.48,2,0,0,0.821,0.913,2465,0,2,2,0.3,0.04,89.19,0,0
54171,T0047331,15763,45,M,FR,mobile,Android,electronics,19.82,purchase,2,5,2.99,28,95.88,52.03,1,0,1,0.67,0.492,2107,0,3,0,0.3,0.04,38.7,0,0
54172,T0083776,9930,61,M,US,mobile,Windows,electronics,76.13,purchase,15,1,5.56,32,92.72,64.14,2,0,0,0.451,0.659,2683,0,2,1,0.3,0.05,28.8,0,0
54173,T0065069,8653,34,M,CA,desktop,Android,groceries,2163.4947919220162,purchase,5,4,0.05,31,59.95,75.47,10,8,0,0.822,0.222,2037,0,1,2,0.05,0.03,503.7009468538676,0,1
54174,T0049057,7371,50,F,US,mobile,Linux,groceries,4.03,purchase,6,5,8.37,28,77.56,13.94,0,0,0,0.948,0.734,1131,0,2,3,0.05,0.05,138.85,0,0
54175,T0045052,704,54,M,UK,mobile,Linux,restaurants,64.42,withdrawal,9,4,8.6,36,45.19,59.59,1,0,0,0.246,0.773,1053,0,1,0,0.12,0.04,16.34,0,0
54176,T0065151,14890,39,M,ID,mobile,Android,financial,,purchase,7,0,1.68,32,,58.57,1,0,0,0.925,,1434,0,2,1,0.5,0.12,112.61,0,0
54177,T0007215,23146,33,M,UK,mobile,Android,travel,79.48,purchase,5,6,0.12,35,80.64,21.51,3,0,0,0.602,0.381,1434,0,2,0,0.35,0.04,56.85,0,0
